image,category,label
ISIC_0028011,NV,3
ISIC_0033556,NV,3
ISIC_0032069,NV,3
ISIC_0030052,NV,3
ISIC_0031463,NV,3
ISIC_0029661,NV,3
ISIC_0028530,NV,3
ISIC_0025970,NV,3
ISIC_0032495,NV,3
ISIC_0032221,NV,3
ISIC_0026204,NV,3
ISIC_0026561,NV,3
ISIC_0026901,NV,3
ISIC_0029675,NV,3
ISIC_0024487,NV,3
ISIC_0033921,NV,3
ISIC_0033674,NV,3
ISIC_0032298,NV,3
ISIC_0025189,NV,3
ISIC_0024690,NV,3
ISIC_0028194,NV,3
ISIC_0025905,NV,3
ISIC_0025192,NV,3
ISIC_0025080,NV,3
ISIC_0025494,NV,3
ISIC_0032792,NV,3
ISIC_0025441,NV,3
ISIC_0024340,NV,3
ISIC_0032288,NV,3
ISIC_0030559,NV,3
ISIC_0032574,NV,3
ISIC_0030424,NV,3
ISIC_0026762,NV,3
ISIC_0031942,NV,3
ISIC_0033402,NV,3
ISIC_0024821,NV,3
ISIC_0026259,NV,3
ISIC_0030085,NV,3
ISIC_0024365,NV,3
ISIC_0034114,NV,3
ISIC_0032746,NV,3
ISIC_0032555,NV,3
ISIC_0024674,NV,3
ISIC_0028019,NV,3
ISIC_0033461,NV,3
ISIC_0030918,NV,3
ISIC_0031411,NV,3
ISIC_0029749,NV,3
ISIC_0030975,NV,3
ISIC_0033227,NV,3
ISIC_0027200,NV,3
ISIC_0032453,NV,3
ISIC_0032703,NV,3
ISIC_0030752,NV,3
ISIC_0030312,NV,3
ISIC_0028395,NV,3
ISIC_0025855,NV,3
ISIC_0027751,NV,3
ISIC_0034209,NV,3
ISIC_0026776,NV,3
ISIC_0025900,NV,3
ISIC_0033044,NV,3
ISIC_0032874,NV,3
ISIC_0031501,NV,3
ISIC_0031690,NV,3
ISIC_0025014,NV,3
ISIC_0028302,NV,3
ISIC_0027278,NV,3
ISIC_0025956,NV,3
ISIC_0029635,NV,3
ISIC_0034203,NV,3
ISIC_0026287,NV,3
ISIC_0029540,NV,3
ISIC_0034075,NV,3
ISIC_0030617,NV,3
ISIC_0026274,NV,3
ISIC_0025602,NV,3
ISIC_0026890,NV,3
ISIC_0029765,NV,3
ISIC_0028078,NV,3
ISIC_0032086,NV,3
ISIC_0025898,NV,3
ISIC_0031312,NV,3
ISIC_0029643,NV,3
ISIC_0033143,NV,3
ISIC_0029881,NV,3
ISIC_0032920,NV,3
ISIC_0027749,NV,3
ISIC_0033225,NV,3
ISIC_0025646,NV,3
ISIC_0028339,NV,3
ISIC_0027482,NV,3
ISIC_0031760,NV,3
ISIC_0034054,NV,3
ISIC_0025294,NV,3
ISIC_0033132,NV,3
ISIC_0026294,NV,3
ISIC_0024427,NV,3
ISIC_0026854,NV,3
ISIC_0034147,NV,3
ISIC_0024565,NV,3
ISIC_0025881,NV,3
ISIC_0026307,NV,3
ISIC_0033282,NV,3
ISIC_0027240,NV,3
ISIC_0033983,NV,3
ISIC_0031264,NV,3
ISIC_0025027,NV,3
ISIC_0024817,NV,3
ISIC_0025641,NV,3
ISIC_0026144,NV,3
ISIC_0031297,NV,3
ISIC_0029537,NV,3
ISIC_0027262,NV,3
ISIC_0024364,NV,3
ISIC_0034041,NV,3
ISIC_0024392,NV,3
ISIC_0032228,NV,3
ISIC_0026050,NV,3
ISIC_0029523,NV,3
ISIC_0033343,NV,3
ISIC_0029019,NV,3
ISIC_0030811,NV,3
ISIC_0026908,NV,3
ISIC_0032907,NV,3
ISIC_0033083,NV,3
ISIC_0034274,NV,3
ISIC_0031129,NV,3
ISIC_0030201,NV,3
ISIC_0025119,NV,3
ISIC_0029001,NV,3
ISIC_0030062,NV,3
ISIC_0031510,NV,3
ISIC_0025165,NV,3
ISIC_0025887,NV,3
ISIC_0026215,NV,3
ISIC_0028711,NV,3
ISIC_0028643,NV,3
ISIC_0026671,NV,3
ISIC_0025812,NV,3
ISIC_0032264,NV,3
ISIC_0029054,NV,3
ISIC_0029716,NV,3
ISIC_0025372,NV,3
ISIC_0033134,NV,3
ISIC_0026834,NV,3
ISIC_0027056,NV,3
ISIC_0031616,NV,3
ISIC_0031161,NV,3
ISIC_0028434,NV,3
ISIC_0026582,NV,3
ISIC_0027375,NV,3
ISIC_0031036,NV,3
ISIC_0032551,NV,3
ISIC_0032971,NV,3
ISIC_0024901,NV,3
ISIC_0033514,NV,3
ISIC_0029476,NV,3
ISIC_0032198,NV,3
ISIC_0029998,NV,3
ISIC_0032529,NV,3
ISIC_0032320,NV,3
ISIC_0032089,NV,3
ISIC_0030482,NV,3
ISIC_0033065,NV,3
ISIC_0026598,NV,3
ISIC_0027380,NV,3
ISIC_0031983,NV,3
ISIC_0033002,NV,3
ISIC_0026692,NV,3
ISIC_0033645,NV,3
ISIC_0033936,NV,3
ISIC_0027288,NV,3
ISIC_0024536,NV,3
ISIC_0032413,NV,3
ISIC_0028667,NV,3
ISIC_0026303,NV,3
ISIC_0025175,NV,3
ISIC_0025341,NV,3
ISIC_0031285,NV,3
ISIC_0027994,NV,3
ISIC_0030688,NV,3
ISIC_0027032,NV,3
ISIC_0031182,NV,3
ISIC_0029496,NV,3
ISIC_0024887,NV,3
ISIC_0033605,NV,3
ISIC_0030153,NV,3
ISIC_0029169,NV,3
ISIC_0026565,NV,3
ISIC_0025704,NV,3
ISIC_0029398,NV,3
ISIC_0033896,NV,3
ISIC_0026289,NV,3
ISIC_0030601,NV,3
ISIC_0024584,NV,3
ISIC_0031173,NV,3
ISIC_0032647,NV,3
ISIC_0030509,NV,3
ISIC_0024903,NV,3
ISIC_0026563,NV,3
ISIC_0033623,NV,3
ISIC_0030765,NV,3
ISIC_0025841,NV,3
ISIC_0027837,NV,3
ISIC_0030776,NV,3
ISIC_0031911,NV,3
ISIC_0024922,NV,3
ISIC_0027446,NV,3
ISIC_0030749,NV,3
ISIC_0031775,NV,3
ISIC_0029313,NV,3
ISIC_0032457,NV,3
ISIC_0031714,NV,3
ISIC_0029199,NV,3
ISIC_0028407,NV,3
ISIC_0033293,NV,3
ISIC_0031462,NV,3
ISIC_0026447,NV,3
ISIC_0025934,NV,3
ISIC_0024664,NV,3
ISIC_0027456,NV,3
ISIC_0029503,NV,3
ISIC_0029769,NV,3
ISIC_0031772,NV,3
ISIC_0031731,NV,3
ISIC_0025660,NV,3
ISIC_0033459,NV,3
ISIC_0029934,NV,3
ISIC_0026816,NV,3
ISIC_0028843,NV,3
ISIC_0030855,NV,3
ISIC_0033563,NV,3
ISIC_0029057,NV,3
ISIC_0028527,NV,3
ISIC_0026837,NV,3
ISIC_0025164,NV,3
ISIC_0026860,NV,3
ISIC_0026408,NV,3
ISIC_0027493,NV,3
ISIC_0026017,NV,3
ISIC_0027273,NV,3
ISIC_0031592,NV,3
ISIC_0034136,NV,3
ISIC_0029712,NV,3
ISIC_0029590,NV,3
ISIC_0029855,NV,3
ISIC_0028665,NV,3
ISIC_0029866,NV,3
ISIC_0032261,NV,3
ISIC_0032998,NV,3
ISIC_0024325,NV,3
ISIC_0026342,NV,3
ISIC_0031392,NV,3
ISIC_0030322,NV,3
ISIC_0028413,NV,3
ISIC_0026579,NV,3
ISIC_0031985,NV,3
ISIC_0026431,NV,3
ISIC_0029528,NV,3
ISIC_0033628,NV,3
ISIC_0028192,NV,3
ISIC_0026801,NV,3
ISIC_0029551,NV,3
ISIC_0034019,NV,3
ISIC_0030141,NV,3
ISIC_0029236,NV,3
ISIC_0032189,NV,3
ISIC_0025798,NV,3
ISIC_0033600,NV,3
ISIC_0026942,NV,3
ISIC_0031101,NV,3
ISIC_0029450,NV,3
ISIC_0031268,NV,3
ISIC_0024500,NV,3
ISIC_0027195,NV,3
ISIC_0025721,NV,3
ISIC_0032071,NV,3
ISIC_0033100,NV,3
ISIC_0033048,NV,3
ISIC_0031655,NV,3
ISIC_0027124,NV,3
ISIC_0030348,NV,3
ISIC_0025447,NV,3
ISIC_0026756,NV,3
ISIC_0028720,NV,3
ISIC_0025636,NV,3
ISIC_0033892,NV,3
ISIC_0034258,NV,3
ISIC_0030006,NV,3
ISIC_0026689,NV,3
ISIC_0025449,NV,3
ISIC_0032561,NV,3
ISIC_0029306,NV,3
ISIC_0024694,NV,3
ISIC_0030799,NV,3
ISIC_0033396,NV,3
ISIC_0025880,NV,3
ISIC_0032186,NV,3
ISIC_0032177,NV,3
ISIC_0026101,NV,3
ISIC_0029421,NV,3
ISIC_0025006,NV,3
ISIC_0028401,NV,3
ISIC_0031006,NV,3
ISIC_0033058,NV,3
ISIC_0027902,NV,3
ISIC_0025537,NV,3
ISIC_0033363,NV,3
ISIC_0025990,NV,3
ISIC_0027853,NV,3
ISIC_0030029,NV,3
ISIC_0033128,NV,3
ISIC_0031847,NV,3
ISIC_0025272,NV,3
ISIC_0028077,NV,3
ISIC_0030113,NV,3
ISIC_0028894,NV,3
ISIC_0028207,NV,3
ISIC_0024441,NV,3
ISIC_0025013,NV,3
ISIC_0024512,NV,3
ISIC_0029047,NV,3
ISIC_0026750,NV,3
ISIC_0029960,NV,3
ISIC_0033686,NV,3
ISIC_0025354,NV,3
ISIC_0027116,NV,3
ISIC_0026021,NV,3
ISIC_0030529,NV,3
ISIC_0024697,NV,3
ISIC_0025865,NV,3
ISIC_0029685,NV,3
ISIC_0024888,NV,3
ISIC_0033775,NV,3
ISIC_0026338,NV,3
ISIC_0028221,NV,3
ISIC_0026858,NV,3
ISIC_0030582,NV,3
ISIC_0029530,NV,3
ISIC_0030196,NV,3
ISIC_0025514,NV,3
ISIC_0031366,NV,3
ISIC_0033537,NV,3
ISIC_0026330,NV,3
ISIC_0026929,NV,3
ISIC_0034312,NV,3
ISIC_0024548,NV,3
ISIC_0028455,NV,3
ISIC_0033894,NV,3
ISIC_0029560,NV,3
ISIC_0024745,NV,3
ISIC_0027416,NV,3
ISIC_0030741,NV,3
ISIC_0025287,NV,3
ISIC_0032444,NV,3
ISIC_0027572,NV,3
ISIC_0033590,NV,3
ISIC_0033870,NV,3
ISIC_0030523,NV,3
ISIC_0024868,NV,3
ISIC_0029727,NV,3
ISIC_0029961,NV,3
ISIC_0030733,NV,3
ISIC_0024506,NV,3
ISIC_0030229,NV,3
ISIC_0026552,NV,3
ISIC_0032226,NV,3
ISIC_0028806,NV,3
ISIC_0032443,NV,3
ISIC_0027312,NV,3
ISIC_0027341,NV,3
ISIC_0033253,NV,3
ISIC_0028307,NV,3
ISIC_0032465,NV,3
ISIC_0024727,NV,3
ISIC_0031456,NV,3
ISIC_0027634,NV,3
ISIC_0032548,NV,3
ISIC_0026485,NV,3
ISIC_0024892,NV,3
ISIC_0032005,NV,3
ISIC_0028348,NV,3
ISIC_0024668,NV,3
ISIC_0033492,NV,3
ISIC_0024327,NV,3
ISIC_0032787,NV,3
ISIC_0029965,NV,3
ISIC_0028312,NV,3
ISIC_0032691,NV,3
ISIC_0028726,NV,3
ISIC_0032355,NV,3
ISIC_0032831,NV,3
ISIC_0032781,NV,3
ISIC_0034008,NV,3
ISIC_0029191,NV,3
ISIC_0032242,NV,3
ISIC_0025734,NV,3
ISIC_0030455,NV,3
ISIC_0026931,NV,3
ISIC_0032080,NV,3
ISIC_0031736,NV,3
ISIC_0028305,NV,3
ISIC_0026292,NV,3
ISIC_0028927,NV,3
ISIC_0027232,NV,3
ISIC_0024791,NV,3
ISIC_0034163,NV,3
ISIC_0026128,NV,3
ISIC_0025162,NV,3
ISIC_0031124,NV,3
ISIC_0024502,NV,3
ISIC_0032895,NV,3
ISIC_0032155,NV,3
ISIC_0026863,NV,3
ISIC_0029628,NV,3
ISIC_0026057,NV,3
ISIC_0033011,NV,3
ISIC_0032053,NV,3
ISIC_0029497,NV,3
ISIC_0028601,NV,3
ISIC_0030221,NV,3
ISIC_0029804,NV,3
ISIC_0032427,NV,3
ISIC_0032707,NV,3
ISIC_0032585,NV,3
ISIC_0029773,NV,3
ISIC_0028304,NV,3
ISIC_0026928,NV,3
ISIC_0025998,NV,3
ISIC_0033197,NV,3
ISIC_0030740,NV,3
ISIC_0030456,NV,3
ISIC_0032950,NV,3
ISIC_0030600,NV,3
ISIC_0028638,NV,3
ISIC_0032821,NV,3
ISIC_0033365,NV,3
ISIC_0031835,NV,3
ISIC_0026146,NV,3
ISIC_0025167,NV,3
ISIC_0030370,NV,3
ISIC_0031340,NV,3
ISIC_0025397,NV,3
ISIC_0033157,NV,3
ISIC_0028663,NV,3
ISIC_0031353,NV,3
ISIC_0027434,NV,3
ISIC_0033818,NV,3
ISIC_0032334,NV,3
ISIC_0030846,NV,3
ISIC_0031027,NV,3
ISIC_0026062,NV,3
ISIC_0030224,NV,3
ISIC_0027934,NV,3
ISIC_0032593,NV,3
ISIC_0028873,NV,3
ISIC_0030496,NV,3
ISIC_0033191,NV,3
ISIC_0034027,NV,3
ISIC_0029621,NV,3
ISIC_0030923,NV,3
ISIC_0028205,NV,3
ISIC_0027836,NV,3
ISIC_0026684,NV,3
ISIC_0034077,NV,3
ISIC_0030368,NV,3
ISIC_0027827,NV,3
ISIC_0029941,NV,3
ISIC_0029138,NV,3
ISIC_0033602,NV,3
ISIC_0024610,NV,3
ISIC_0025356,NV,3
ISIC_0033059,NV,3
ISIC_0024620,NV,3
ISIC_0030228,NV,3
ISIC_0032889,NV,3
ISIC_0025240,NV,3
ISIC_0025614,NV,3
ISIC_0034290,NV,3
ISIC_0033964,NV,3
ISIC_0028936,NV,3
ISIC_0026742,NV,3
ISIC_0032744,NV,3
ISIC_0029766,NV,3
ISIC_0028185,NV,3
ISIC_0031440,NV,3
ISIC_0028383,NV,3
ISIC_0031148,NV,3
ISIC_0025245,NV,3
ISIC_0030590,NV,3
ISIC_0032852,NV,3
ISIC_0027441,NV,3
ISIC_0026577,NV,3
ISIC_0029207,NV,3
ISIC_0028217,NV,3
ISIC_0031947,NV,3
ISIC_0024933,NV,3
ISIC_0031084,NV,3
ISIC_0032590,NV,3
ISIC_0030018,NV,3
ISIC_0029430,NV,3
ISIC_0031089,NV,3
ISIC_0028501,NV,3
ISIC_0027585,NV,3
ISIC_0032083,NV,3
ISIC_0028510,NV,3
ISIC_0031357,NV,3
ISIC_0028983,NV,3
ISIC_0029408,NV,3
ISIC_0028585,NV,3
ISIC_0026987,NV,3
ISIC_0029009,NV,3
ISIC_0031492,NV,3
ISIC_0024778,NV,3
ISIC_0029253,NV,3
ISIC_0030823,NV,3
ISIC_0032319,NV,3
ISIC_0025435,NV,3
ISIC_0033316,NV,3
ISIC_0025859,NV,3
ISIC_0028573,NV,3
ISIC_0031910,NV,3
ISIC_0025820,NV,3
ISIC_0033858,NV,3
ISIC_0024458,NV,3
ISIC_0029800,NV,3
ISIC_0024608,NV,3
ISIC_0034069,NV,3
ISIC_0025161,NV,3
ISIC_0030610,NV,3
ISIC_0026226,NV,3
ISIC_0031680,NV,3
ISIC_0033478,NV,3
ISIC_0026542,NV,3
ISIC_0027073,NV,3
ISIC_0024314,NV,3
ISIC_0028868,NV,3
ISIC_0031509,NV,3
ISIC_0031234,NV,3
ISIC_0026547,NV,3
ISIC_0031439,NV,3
ISIC_0027082,NV,3
ISIC_0032361,NV,3
ISIC_0027540,NV,3
ISIC_0033923,NV,3
ISIC_0024316,NV,3
ISIC_0028576,NV,3
ISIC_0034067,NV,3
ISIC_0025024,NV,3
ISIC_0027432,NV,3
ISIC_0031079,NV,3
ISIC_0025000,NV,3
ISIC_0026797,NV,3
ISIC_0024538,NV,3
ISIC_0029616,NV,3
ISIC_0026612,NV,3
ISIC_0031098,NV,3
ISIC_0027369,NV,3
ISIC_0030313,NV,3
ISIC_0031256,NV,3
ISIC_0033006,NV,3
ISIC_0027403,NV,3
ISIC_0027679,NV,3
ISIC_0026544,NV,3
ISIC_0027492,NV,3
ISIC_0033285,NV,3
ISIC_0032407,NV,3
ISIC_0030780,NV,3
ISIC_0030502,NV,3
ISIC_0033647,NV,3
ISIC_0033544,NV,3
ISIC_0024488,NV,3
ISIC_0031327,NV,3
ISIC_0030554,NV,3
ISIC_0024476,NV,3
ISIC_0032510,NV,3
ISIC_0033918,NV,3
ISIC_0026379,NV,3
ISIC_0031209,NV,3
ISIC_0025566,NV,3
ISIC_0027191,NV,3
ISIC_0027404,NV,3
ISIC_0033113,NV,3
ISIC_0033484,NV,3
ISIC_0025370,NV,3
ISIC_0024651,NV,3
ISIC_0029215,NV,3
ISIC_0027917,NV,3
ISIC_0029438,NV,3
ISIC_0028193,NV,3
ISIC_0025525,NV,3
ISIC_0032966,NV,3
ISIC_0031473,NV,3
ISIC_0033341,NV,3
ISIC_0029225,NV,3
ISIC_0030415,NV,3
ISIC_0032674,NV,3
ISIC_0033816,NV,3
ISIC_0031839,NV,3
ISIC_0029150,NV,3
ISIC_0025346,NV,3
ISIC_0030708,NV,3
ISIC_0033880,NV,3
ISIC_0025813,NV,3
ISIC_0032326,NV,3
ISIC_0033845,NV,3
ISIC_0029442,NV,3
ISIC_0032218,NV,3
ISIC_0025440,NV,3
ISIC_0027389,NV,3
ISIC_0033694,NV,3
ISIC_0029719,NV,3
ISIC_0024859,NV,3
ISIC_0026031,NV,3
ISIC_0031647,NV,3
ISIC_0026356,NV,3
ISIC_0033532,NV,3
ISIC_0030461,NV,3
ISIC_0029261,NV,3
ISIC_0028708,NV,3
ISIC_0026424,NV,3
ISIC_0031438,NV,3
ISIC_0025486,NV,3
ISIC_0032608,NV,3
ISIC_0024731,NV,3
ISIC_0032339,NV,3
ISIC_0028758,NV,3
ISIC_0028778,NV,3
ISIC_0025423,NV,3
ISIC_0031367,NV,3
ISIC_0032327,NV,3
ISIC_0028786,NV,3
ISIC_0032848,NV,3
ISIC_0026972,NV,3
ISIC_0031840,NV,3
ISIC_0029817,NV,3
ISIC_0024447,NV,3
ISIC_0030327,NV,3
ISIC_0029752,NV,3
ISIC_0030151,NV,3
ISIC_0028705,NV,3
ISIC_0028742,NV,3
ISIC_0032828,NV,3
ISIC_0027152,NV,3
ISIC_0028703,NV,3
ISIC_0033640,NV,3
ISIC_0031014,NV,3
ISIC_0032801,NV,3
ISIC_0028441,NV,3
ISIC_0026032,NV,3
ISIC_0030475,NV,3
ISIC_0034228,NV,3
ISIC_0033106,NV,3
ISIC_0027711,NV,3
ISIC_0028694,NV,3
ISIC_0028443,NV,3
ISIC_0029339,NV,3
ISIC_0030251,NV,3
ISIC_0024467,NV,3
ISIC_0025666,NV,3
ISIC_0028947,NV,3
ISIC_0033916,NV,3
ISIC_0024689,NV,3
ISIC_0029187,NV,3
ISIC_0027929,NV,3
ISIC_0031687,NV,3
ISIC_0028284,NV,3
ISIC_0026474,NV,3
ISIC_0024955,NV,3
ISIC_0028536,NV,3
ISIC_0034035,NV,3
ISIC_0027264,NV,3
ISIC_0027024,NV,3
ISIC_0032012,NV,3
ISIC_0033794,NV,3
ISIC_0028921,NV,3
ISIC_0028955,NV,3
ISIC_0027931,NV,3
ISIC_0028471,NV,3
ISIC_0029374,NV,3
ISIC_0028279,NV,3
ISIC_0032227,NV,3
ISIC_0032702,NV,3
ISIC_0031891,NV,3
ISIC_0033126,NV,3
ISIC_0030294,NV,3
ISIC_0027523,NV,3
ISIC_0028327,NV,3
ISIC_0032195,NV,3
ISIC_0025695,NV,3
ISIC_0027002,NV,3
ISIC_0024311,NV,3
ISIC_0025889,NV,3
ISIC_0033013,NV,3
ISIC_0030615,NV,3
ISIC_0030646,NV,3
ISIC_0028007,NV,3
ISIC_0033121,NV,3
ISIC_0032028,NV,3
ISIC_0033335,NV,3
ISIC_0029456,NV,3
ISIC_0027524,NV,3
ISIC_0032571,NV,3
ISIC_0033699,NV,3
ISIC_0024529,NV,3
ISIC_0027007,NV,3
ISIC_0030652,NV,3
ISIC_0031178,NV,3
ISIC_0028423,NV,3
ISIC_0029422,NV,3
ISIC_0030311,NV,3
ISIC_0027395,NV,3
ISIC_0028310,NV,3
ISIC_0028115,NV,3
ISIC_0033721,NV,3
ISIC_0033093,NV,3
ISIC_0025078,NV,3
ISIC_0032166,NV,3
ISIC_0027641,NV,3
ISIC_0027748,NV,3
ISIC_0026764,NV,3
ISIC_0034090,NV,3
ISIC_0029110,NV,3
ISIC_0024617,NV,3
ISIC_0024703,NV,3
ISIC_0024523,NV,3
ISIC_0030902,NV,3
ISIC_0033788,NV,3
ISIC_0033179,NV,3
ISIC_0031254,NV,3
ISIC_0027970,NV,3
ISIC_0026361,NV,3
ISIC_0024339,NV,3
ISIC_0025478,NV,3
ISIC_0030025,NV,3
ISIC_0030673,NV,3
ISIC_0025521,NV,3
ISIC_0025002,NV,3
ISIC_0026419,NV,3
ISIC_0026527,NV,3
ISIC_0027409,NV,3
ISIC_0028759,NV,3
ISIC_0032663,NV,3
ISIC_0027087,NV,3
ISIC_0032539,NV,3
ISIC_0032992,NV,3
ISIC_0031828,NV,3
ISIC_0032223,NV,3
ISIC_0025815,NV,3
ISIC_0030838,NV,3
ISIC_0031865,NV,3
ISIC_0030941,NV,3
ISIC_0031869,NV,3
ISIC_0028027,NV,3
ISIC_0025436,NV,3
ISIC_0027276,NV,3
ISIC_0030351,NV,3
ISIC_0030478,NV,3
ISIC_0033110,NV,3
ISIC_0030955,NV,3
ISIC_0032016,NV,3
ISIC_0025437,NV,3
ISIC_0033764,NV,3
ISIC_0026405,NV,3
ISIC_0029183,NV,3
ISIC_0028062,NV,3
ISIC_0028521,NV,3
ISIC_0034298,NV,3
ISIC_0027205,NV,3
ISIC_0025259,NV,3
ISIC_0025148,NV,3
ISIC_0026712,NV,3
ISIC_0026491,NV,3
ISIC_0030517,NV,3
ISIC_0025852,NV,3
ISIC_0027431,NV,3
ISIC_0027848,NV,3
ISIC_0029561,NV,3
ISIC_0030916,NV,3
ISIC_0024737,NV,3
ISIC_0029873,NV,3
ISIC_0029852,NV,3
ISIC_0031069,NV,3
ISIC_0025355,NV,3
ISIC_0032711,NV,3
ISIC_0025621,NV,3
ISIC_0026326,NV,3
ISIC_0027461,NV,3
ISIC_0029153,NV,3
ISIC_0032438,NV,3
ISIC_0034042,NV,3
ISIC_0025410,NV,3
ISIC_0027861,NV,3
ISIC_0025133,NV,3
ISIC_0029085,NV,3
ISIC_0028090,NV,3
ISIC_0025237,NV,3
ISIC_0030048,NV,3
ISIC_0029704,NV,3
ISIC_0029709,NV,3
ISIC_0024713,NV,3
ISIC_0025226,NV,3
ISIC_0033772,NV,3
ISIC_0027286,NV,3
ISIC_0029898,NV,3
ISIC_0032893,NV,3
ISIC_0032023,NV,3
ISIC_0029553,NV,3
ISIC_0025762,NV,3
ISIC_0028234,NV,3
ISIC_0031454,NV,3
ISIC_0033702,NV,3
ISIC_0030530,NV,3
ISIC_0025538,NV,3
ISIC_0028368,NV,3
ISIC_0027890,NV,3
ISIC_0033954,NV,3
ISIC_0025788,NV,3
ISIC_0027138,NV,3
ISIC_0028914,NV,3
ISIC_0027516,NV,3
ISIC_0025983,NV,3
ISIC_0034206,NV,3
ISIC_0025039,NV,3
ISIC_0026227,NV,3
ISIC_0028771,NV,3
ISIC_0033821,NV,3
ISIC_0027019,NV,3
ISIC_0033107,NV,3
ISIC_0024442,NV,3
ISIC_0030748,NV,3
ISIC_0030152,NV,3
ISIC_0027935,NV,3
ISIC_0028857,NV,3
ISIC_0028144,NV,3
ISIC_0033388,NV,3
ISIC_0029984,NV,3
ISIC_0028824,NV,3
ISIC_0025407,NV,3
ISIC_0026964,NV,3
ISIC_0032150,NV,3
ISIC_0033353,NV,3
ISIC_0031935,NV,3
ISIC_0028610,NV,3
ISIC_0031481,NV,3
ISIC_0027943,NV,3
ISIC_0025257,NV,3
ISIC_0029734,NV,3
ISIC_0030363,NV,3
ISIC_0025469,NV,3
ISIC_0028216,NV,3
ISIC_0024655,NV,3
ISIC_0026965,NV,3
ISIC_0033442,NV,3
ISIC_0027258,NV,3
ISIC_0026711,NV,3
ISIC_0032380,NV,3
ISIC_0025544,NV,3
ISIC_0026288,NV,3
ISIC_0025112,NV,3
ISIC_0030946,NV,3
ISIC_0033584,NV,3
ISIC_0024636,NV,3
ISIC_0028529,NV,3
ISIC_0031497,NV,3
ISIC_0031732,NV,3
ISIC_0033163,NV,3
ISIC_0024369,NV,3
ISIC_0029120,NV,3
ISIC_0028334,NV,3
ISIC_0026129,NV,3
ISIC_0033076,NV,3
ISIC_0031857,NV,3
ISIC_0032041,NV,3
ISIC_0030969,NV,3
ISIC_0028143,NV,3
ISIC_0030850,NV,3
ISIC_0029482,NV,3
ISIC_0029665,NV,3
ISIC_0030588,NV,3
ISIC_0029446,NV,3
ISIC_0026494,NV,3
ISIC_0032403,NV,3
ISIC_0026073,NV,3
ISIC_0030293,NV,3
ISIC_0028105,NV,3
ISIC_0033189,NV,3
ISIC_0025135,NV,3
ISIC_0025497,NV,3
ISIC_0025894,NV,3
ISIC_0033501,NV,3
ISIC_0030398,NV,3
ISIC_0024373,NV,3
ISIC_0028429,NV,3
ISIC_0032926,NV,3
ISIC_0031185,NV,3
ISIC_0032566,NV,3
ISIC_0027036,NV,3
ISIC_0032311,NV,3
ISIC_0030889,NV,3
ISIC_0026187,NV,3
ISIC_0032276,NV,3
ISIC_0027874,NV,3
ISIC_0030016,NV,3
ISIC_0025827,NV,3
ISIC_0024963,NV,3
ISIC_0033052,NV,3
ISIC_0025177,NV,3
ISIC_0027898,NV,3
ISIC_0028513,NV,3
ISIC_0026049,NV,3
ISIC_0033836,NV,3
ISIC_0028770,NV,3
ISIC_0030179,NV,3
ISIC_0032658,NV,3
ISIC_0027153,NV,3
ISIC_0024798,NV,3
ISIC_0024415,NV,3
ISIC_0028005,NV,3
ISIC_0034122,NV,3
ISIC_0030116,NV,3
ISIC_0032591,NV,3
ISIC_0029520,NV,3
ISIC_0025523,NV,3
ISIC_0026047,NV,3
ISIC_0031283,NV,3
ISIC_0028420,NV,3
ISIC_0026220,NV,3
ISIC_0026136,NV,3
ISIC_0025115,NV,3
ISIC_0030185,NV,3
ISIC_0029304,NV,3
ISIC_0029920,NV,3
ISIC_0033632,NV,3
ISIC_0034247,NV,3
ISIC_0028895,NV,3
ISIC_0033634,NV,3
ISIC_0034055,NV,3
ISIC_0025304,NV,3
ISIC_0024353,NV,3
ISIC_0029710,NV,3
ISIC_0033118,NV,3
ISIC_0027376,NV,3
ISIC_0028384,NV,3
ISIC_0031907,NV,3
ISIC_0031109,NV,3
ISIC_0030367,NV,3
ISIC_0025673,NV,3
ISIC_0029679,NV,3
ISIC_0030495,NV,3
ISIC_0025052,NV,3
ISIC_0028686,NV,3
ISIC_0030845,NV,3
ISIC_0026059,NV,3
ISIC_0027658,NV,3
ISIC_0027999,NV,3
ISIC_0033789,NV,3
ISIC_0025682,NV,3
ISIC_0033548,NV,3
ISIC_0026674,NV,3
ISIC_0033101,NV,3
ISIC_0026503,NV,3
ISIC_0027029,NV,3
ISIC_0024551,NV,3
ISIC_0030967,NV,3
ISIC_0031075,NV,3
ISIC_0029904,NV,3
ISIC_0031767,NV,3
ISIC_0029127,NV,3
ISIC_0032446,NV,3
ISIC_0025270,NV,3
ISIC_0024824,NV,3
ISIC_0026715,NV,3
ISIC_0024815,NV,3
ISIC_0026624,NV,3
ISIC_0025943,NV,3
ISIC_0033625,NV,3
ISIC_0027594,NV,3
ISIC_0027808,NV,3
ISIC_0027440,NV,3
ISIC_0033427,NV,3
ISIC_0025475,NV,3
ISIC_0025012,NV,3
ISIC_0033751,NV,3
ISIC_0032646,NV,3
ISIC_0032074,NV,3
ISIC_0029134,NV,3
ISIC_0028678,NV,3
ISIC_0033350,NV,3
ISIC_0028058,NV,3
ISIC_0024588,NV,3
ISIC_0031251,NV,3
ISIC_0027225,NV,3
ISIC_0033318,NV,3
ISIC_0029105,NV,3
ISIC_0025912,NV,3
ISIC_0027464,NV,3
ISIC_0026315,NV,3
